tmdb_id,imdb_id,title,original_title,overview,release_date,status,genres,keywords,director,top_cast,budget,revenue,runtime,vote_average,vote_count,popularity,original_language,production_country,adult,video,omdb_error,roi,is_animation,release_year,release_month,release_quarter,is_holiday_window,budget_musd,revenue_musd,profit_musd,vote_count_log,popularity_log,num_genres,genre_animation,genre_adventure,genre_family,genre_drama,genre_fantasy,genre_comedy,genre_action,success_score,success_label
366924,tt4870838,Batman: Bad Blood,Batman: Bad Blood,"When Batman goes missing, it takes the entire Bat ""family"" - including Batwoman and Batwing - to keep the peace in Gotham and unravel the mystery behind the Dark Knight's disappearance.",2016-01-19,Released,"Action, Adventure, Animation, Crime, Science Fiction","superhero, cartoon, based on comic, super power, adult animation",Jay Oliva,"Jason O'Mara, Yvonne Strahovski, Stuart Allan, Sean Maher, Morena Baccarin",3500000,0,74,7.034,985,2.7329,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4870838&plot=short&apikey=f87d98bd,0.0,1,2016,1,1,0,3.5,0.0,-3.5,6.893656354602635,1.317185411467558,5,1,1,0,0,0,0,1,2.990126264910529,1
382322,tt4853102,Batman: The Killing Joke,Batman: The Killing Joke,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",2016-07-24,Released,"Action, Animation, Crime, Drama","psychopath, superhero, cartoon, carnival, descent into madness, torture, cruelty, justice, based on graphic novel, super power",Sam Liu,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio",3500000,3775000,77,6.614,1930,2.5128,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4853102&plot=short&apikey=f87d98bd,1.0785714285714283,1,2016,7,3,1,3.5,3.775,0.275,7.565793282428515,1.2564134402653706,4,1,0,0,1,0,0,1,3.462188151261225,1
472516,tt6327570,The Moment You Fall in Love,好きになるその瞬間を。～告白実行委員会～,"Following Natsuki Enomoto's confession rehearsals with Yuu Setoguchi, their younger siblings Kotarou and Hina struggle to confess their own love. Despite a disastrous first meeting in middle school with her upperclassman Koyuki Ayase, Hina’s heart is captured by his warm smile. Initially confused by these newfound feelings, Hina soon realizes that she has fallen in love for the very first time.  Chasing after her brother Yuu and her crush Koyuki, Hina also enrolls in Sakuragaoka High School; but the threads of love are far-reaching, and they entangle Hina and her friends. Boisterous but sensitive, Hina hopes to confess her feelings to the tender-hearted Koyuki. Meanwhile, Kotarou, oblivious to his own feelings for her, is determined to always keep Hina smiling.  This movie follows Hina, Kotarou, and Koyuki in high school. Their youthful love forges new relationships, but also threatens to break others.",2016-12-17,Released,"Animation, Comedy, Drama, Romance","affectation, sequel, school, anime, understated, appreciative, honeyworks, torn between two men",Tetsuya Yanagisawa,"Tsubasa Yonaga, Natsuki Hanae, Momo Asakura, Aki Toyosaki, Haruka Tomatsu",0,0,63,7.475,140,2.4692,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt6327570&plot=short&apikey=f87d98bd,0.0,1,2016,12,4,1,0.0,0.0,0.0,4.948759890378168,1.2439240198281636,4,1,0,0,1,0,1,0,2.7976525865309494,1
234004,tt2865120,Ratchet & Clank,Ratchet & Clank,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",2016-04-13,Released,"Action, Adventure, Animation, Family","spacecraft, saving the world, extraterrestrial technology, villain, alien, best friend, robot, based on video game, aftercreditsstinger, duringcreditsstinger",Kevin Munroe,"James Arnold Taylor, David Kaye, Jim Ward, Paul Giamatti, Armin Shimerman",20000000,8800000,94,5.76,664,2.4608,en,CA,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt2865120&plot=short&apikey=f87d98bd,0.44,1,2016,4,2,0,20.0,8.8,-11.2,6.499787040655854,1.2414997762166573,4,1,1,1,0,0,0,1,2.7991930225308765,1
362584,tt5084196,Kizumonogatari Part 2: Nekketsu,傷物語〈Ⅱ熱血篇〉,"Koyomi Araragi was turned into a vampire by the legendary vampire, Kiss-shot Acerola-orion Heart-under-blade, and he needs to revive the weakened vampire back to her complete form to return to being human again. The only way for Koyomi to achieve his goal is to fight the three vampire hunters – Dramaturgy, Episode and Guillotinecutter.",2016-08-19,Released,"Animation, Fantasy, Mystery","based on novel or book, vampire, supernatural, gore, ecchi, anime, based on light novel","Tatsuya Oishi, Akiyuki Shinbo","Hiroshi Kamiya, Yui Horie, Maaya Sakamoto, Takahiro Sakurai, Masashi Ebara",0,3546960,68,8.0,223,2.4527,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5084196&plot=short&apikey=f87d98bd,0.0,1,2016,8,3,0,0.0,3.54696,3.54696,5.4116460518550396,1.239156533660418,3,1,0,0,0,1,0,0,2.9976203878273187,1
357786,tt3138698,Kizumonogatari Part 1: Tekketsu,傷物語〈Ⅰ鉄血篇〉,"One day, Koyomi Araragi encounters the horrifying vampire, Kiss-shot Acerola-orion Heart-under-blade A.K.A. the ""King of Apparitions."" He saves the fatally wounded Kiss-shot by offering his blood at the expense of his own life as a human. Now Koyomi has to face the vampire hunters to retrieve Kiss-shot’s limbs which were taken by these hunters...",2016-01-08,Released,"Action, Animation, Drama, Fantasy, Mystery","based on novel or book, vampire, supernatural, gore, orphan, demon, ecchi, regeneration, anime, based on light novel","Tatsuya Oishi, Akiyuki Shinbo","Hiroshi Kamiya, Maaya Sakamoto, Yui Horie, Takahiro Sakurai, Masashi Ebara",0,6319100,64,7.7,308,2.45,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3138698&plot=short&apikey=f87d98bd,0.0,1,2016,1,1,0,0.0,6.3191,6.3191,5.733341276897746,1.2383742310432684,5,1,0,0,1,1,0,1,2.970757326191152,1
377897,tt5042436,Barbie: Spy Squad,Barbie: Spy Squad,"Barbie and her best friends Teresa and Renee transform from hard-working gymnasts to undercover secret agents. When their amazing gymnastics skills catch the eye of a top-secret spy agency, the girls are soon following clues to a gem-stealing cat burglar, using high-tech gadgets, glam disguises and cute robo-pets to save the day.",2016-01-15,Released,"Action, Animation, Family","friendship, sibling relationship, spy, gymnastics, female friendship, stealing, based on toy, female protagonist, female spy, high tech",Conrad Helten,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving",0,0,75,7.0,427,2.4334,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5042436&plot=short&apikey=f87d98bd,0.0,1,2016,1,1,0,0.0,0.0,0.0,6.059123195581797,1.2335510238546918,3,1,0,1,0,0,0,1,2.843901132915473,1
372751,tt5920384,Code Geass: Akito the Exiled 5: To Beloved Ones,コードギアス　亡国のアキト 第5章 最終章「愛シキモノタチへ」,"The Ark Fleet has been destroyed, and a significant number of the enemy's troops have been wiped out due to its crash landing. As the remaining forces of the Holy Order of Michael regroup in order to launch a final assault on Weiswolf Castle, the wZERO unit, along with their new ally Ashley Ashra, stand ready to intercept them. Meanwhile, with his Geass out of control, Shin moves to erase his younger brother's existence once and for all. But Akito, having promised Leila that he will come back alive, refuses to accept such a fate, and the two clash in their final battle.",2016-02-06,Released,"Action, Animation, Science Fiction","mecha, giant robot, spin off, military, anime, war",Kazuki Akane,"Miyu Irino, Maaya Sakamoto, Takuma Terashima, Yoshitsugu Matsuoka, Satoshi Hino",0,369062,60,6.3,53,2.3641,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5920384&plot=short&apikey=f87d98bd,0.0,1,2016,2,1,0,0.0,0.369062,0.369062,3.9889840465642745,1.21316046818493,3,1,0,0,0,0,0,1,2.3553216772123804,0
399106,tt5613056,Piper,Piper,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",2016-06-16,Released,"Animation, Family","fear, anxious, playful, short film, assertive, shorebird, fledgling",Alan Barillaro,,0,0,6,8.148,1731,2.3615,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5613056&plot=short&apikey=f87d98bd,0.0,1,2016,6,2,1,0.0,0.0,0.0,7.4570320891223805,1.2123873029269543,2,1,0,1,0,0,0,0,3.3374129088073996,1
271706,tt1920885,Big Fish & Begonia,大鱼海棠,"Beyond the human realm, there is a magical race of beings who control the tides and the changing of the seasons. One of these beings, a young girl named Chun, seeks something more—she wants to experience the human world! At sixteen, she finally gets her chance and transforms into a dolphin in order to explore the world that has her fascinated. But she soon discovers that it's a dangerous place and nearly gets killed in a vortex. Luckily, her life is spared when a young boy sacrifices himself to save her. Moved by his kindness and courage, she uses magic to bring him back to life only to learn that this power comes at a serious price. On a new adventure, she’ll have to make her own sacrifices in order to protect his soul until it is ready to return to the human world.",2016-07-08,Released,"Adventure, Animation, Fantasy","self sacrifice, magic, ocean, supernatural, human animal relationship, romance, coming of age, adult animation, anime, animal transformation","Liang Xuan, Zhang Chun","Ji Guanlin, Pan Shulan, Su Shangqing, Timmy Xu, King Shih-chieh",4531653,84552250,101,7.378,483,2.2383,zh,CN,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt1920885&plot=short&apikey=f87d98bd,18.65814747951796,1,2016,7,3,1,4.531653,84.55225,80.020597,6.182084906716632,1.1750485007475344,3,1,1,0,0,1,0,0,11.344236376902709,1
337703,tt3666024,The Red Turtle,La tortue rouge,"The dialogue-less film follows the major life stages of a castaway on a deserted tropical island populated by turtles, crabs and birds.",2016-03-27,Released,"Animation, Drama, Family, Fantasy","coming of age, survival, loneliness, crab, raft, sea turtle, deserted island, flood, meditative, calm",Michael Dudok de Wit,"Tom Hudson, Baptiste Goy, Axel Devillers, Barbara Beretta",0,921974,81,7.441,1366,2.2103,fr,BE,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3666024&plot=short&apikey=f87d98bd,0.0,1,2016,3,1,0,0.0,0.921974,0.921974,7.220373836723949,1.1663643907189283,4,1,0,1,1,1,0,0,3.1182607341164315,1
387893,tt5480340,Ice Age: The Great Egg-Scapade,Ice Age: The Great Egg-Scapade,"A harried prehistoric bird mother entrusts her precious, soon-to-hatch egg to Sid. When she recommends him to her neighbours, business booms at his new egg-sitting service. However, dastardly pirate bunny, Squint, who is seeking revenge on the herd, steals, camouflages and hides all the eggs. Once again, with Squint’s twin brother assisting, Manny, Diego and the rest of the gang come to the rescue and take off on a daring mission that turns into the world’s first Easter egg hunt.",2016-03-19,Released,"Animation, Comedy, Family, TV Movie","squirrel, mammoth, ice age, easter, prehistory, anthropomorphic animal",Ricardo Curtis,"Ray Romano, John Leguizamo, Denis Leary, Taraji P. Henson, Queen Latifah",0,0,25,6.4,507,2.21,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5480340&plot=short&apikey=f87d98bd,0.0,1,2016,3,1,0,0.0,0.0,0.0,6.230481447578482,1.1662709371419244,4,1,0,1,0,0,1,0,2.709512857708061,0
369552,tt4819576,L.O.R.D: Legend of Ravaging Dynasties,爵迹,"Based on the novel of the same name, the film depicts the endless battles of four kingdoms as they fight for power and domination of the one ultimate realm.Based on his 2 beloved fantasy novels with 6 million copies sold, L.O.R.D is acclaimed writer and director Guo Jingming’s follow up to his Tiny Times films.  The action-adventure odyssey is set in a world of warring Sorcerers, Lords and Beasts. The first CGI Film to come from China",2016-09-29,Released,"Animation, Drama, Fantasy, Science Fiction",,Edward Guo,"Fan Bingbing, Chen Xuedong, Kris Wu, Amber Kuo Tsai-Chieh, William Chan",0,0,113,7.038,144,2.2052,zh,CN,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4819576&plot=short&apikey=f87d98bd,0.0,1,2016,9,3,0,0.0,0.0,0.0,4.976733742420574,1.1647744909217785,4,1,0,0,1,1,0,0,2.680726235001353,0
389868,tt3845670,Seoul Station,서울역,"In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul.",2016-08-17,Released,"Action, Animation, Horror, Science Fiction, Thriller","prequel, zombie, adult animation, seoul, south korea",Yeon Sang-ho,"Ryu Seung-ryong, Shim Eun-kyung, Lee Joon, Kim Jae-rok, Jang Hyuk-jin",0,2021735,92,6.521,484,2.145,ko,KR,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3845670&plot=short&apikey=f87d98bd,0.0,1,2016,8,3,0,0.0,2.021735,2.021735,6.184148890937483,1.1458138901524038,5,1,0,0,0,0,0,1,2.729744417163483,0
333667,tt2822672,Rock Dog,Rock Dog,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",2016-07-08,Released,"Adventure, Animation, Comedy, Family, Music","naivety, rock 'n' roll, guitar, musician, village, anthropomorphism, dog, mastiff",Ash Brannon,"Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black, Kenan Thompson",60000000,23270926,90,6.25,314,1.9887,en,CN,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt2822672&plot=short&apikey=f87d98bd,0.3878487666666667,1,2016,7,3,1,60.0,23.270926,-36.729074,5.752572638825633,1.0948385102485356,5,1,1,1,0,0,1,0,2.764143617361125,0
408355,tt5425264,Throne of Elves,龙之谷：精灵王座,"In the mythical Elven world of Altera, an epic battle unfolds between the beautiful Princess Liya and the Dark Elf Elena, who has gained possession of a jewel so powerful it allows its holder complete authority over all Alterans.",2016-07-31,Released,"Animation, Family, Fantasy","elves, fantasy world","Yi Ge, Yuefeng Song",Ji Guanlin,0,3916195,90,7.601,217,1.971,zh,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5425264&plot=short&apikey=f87d98bd,0.0,1,2016,7,3,1,0.0,3.916195,3.916195,5.384495062789089,1.0888985964804707,3,1,0,1,0,1,0,0,2.8712590488904337,1
378106,tt5468014,Digimon Adventure tri. Part 3: Confession,デジモンアドベンチャー tri. 第3章「告白」,"After seeing Meicoomon's abrupt transformation and killing of Leomon, Agumon and the other Digimon are kept isolated in Koushiro's office in order to prevent them from infection, but signs of infection begin to appear in Patamon.",2016-09-24,Released,"Action, Adventure, Animation, Family, Fantasy, Science Fiction","monster, sequel, anime, based on anime, proxy battle",Keitaro Motonaga,"Natsuki Hanae, Yoshimasa Hosoya, Suzuko Mimori, Mutsumi Tamura, Hitomi Yoshida",0,0,91,7.059,51,1.9602,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5468014&plot=short&apikey=f87d98bd,0.0,1,2016,9,3,0,0.0,0.0,0.0,3.9512437185814275,1.0852568336209514,6,1,1,1,0,1,0,1,2.5202250828303567,0
374853,tt5889338,I've Always Liked You,ずっと前から好きでした。～告白実行委員会～,"Love is blooming at Sakuragaoka High School. Natsuki Enomoto has finally mustered the courage to confess to her childhood friend, Yuu Setoguchi. However, in the final moments of her confession, an embarrassed Natsuki passes it off as a ""practice confession."" Oblivious to her true feelings and struggling with his own, Yuu promises to support Natsuki in her quest for love. While Natsuki deals with her failed confession, fellow classmate Koyuki Ayase struggles with his own feelings for Natsuki. Despite his timidness, he is determined to win over her heart.  This movie follows Natsuki as she dreams of one day ending her practices and genuinely confessing to Yuu. Meanwhile, close friends also find themselves entangled in their own webs of unrequited love and unspoken affections.",2016-04-23,Released,"Animation, Drama, Romance","high school, adolescence, prequel, school, childhood friends, nostalgic, anime, adoring, gentle, honeyworks",Tetsuya Yanagisawa,"Aki Toyosaki, Haruka Tomatsu, Kana Asumi, Yuki Kaji, Kenichi Suzumura",0,0,63,7.43,149,1.9449,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5889338&plot=short&apikey=f87d98bd,0.0,1,2016,4,2,0,0.0,0.0,0.0,5.0106352940962555,1.0800748606696515,3,1,0,0,1,0,0,0,2.7711065232148857,1
381693,tt5513770,Kung Fu Panda: Secrets of the Scroll,Kung Fu Panda: Secrets of the Scroll,"As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.",2016-01-05,Released,"Animation, Comedy, Family",family,Rodolphe Guenoden,"Jack Black, James Hong, Dustin Hoffman, Seth Rogen, Lucy Liu",0,0,23,6.881,236,1.9025,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5513770&plot=short&apikey=f87d98bd,0.0,1,2016,1,1,0,0.0,0.0,0.0,5.4680601411351315,1.0655724345899096,3,1,0,1,0,0,1,0,2.700294886358756,0
394759,tt3746824,Sheep & Wolves,Волки и овцы: бе-е-е-зумное превращение,"In a magical faraway land, in a picturesque little village nestled among green meadows and rolling hills, lives a flock of carefree sheep. But their pastoral and stress-free life is interrupted when a pack of wolves sets up camp in the nearby ravine.",2016-04-28,Released,"Animation, Comedy, Family, Fantasy, Romance","sheep, anthropomorphism, wolves","Maksim Volkov, Andrey Galat","Alexander Petrov, Elizaveta Boyarskaya, Sergei Bezrukov, Nikita Prozorovsky, Andrew Barkhudarov",0,4190750,85,6.2,150,1.8953,ru,RU,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3746824&plot=short&apikey=f87d98bd,0.0,1,2016,4,2,0,0.0,4.19075,4.19075,5.017279836814924,1.063088732599063,5,1,0,1,0,1,1,0,2.4620552854120983,0
1017204,tt5866090,Naruto OVA 12: The Day Naruto Became Hokage,ナルトが火影になった日,Depicts the day that Naruto Uzumaki became the 7th Hokage.,2016-07-06,Released,"Animation, Drama, Fantasy",,Hiroyuki Yamashita,"Junko Takeuchi, Nana Mizuki, Yuko Sanpei, Saori Hayami, Cocoro Kikuchi",0,0,11,7.531,64,1.7752,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5866090&plot=short&apikey=f87d98bd,0.0,1,2016,7,3,1,0.0,0.0,0.0,4.174387269895637,1.0207228166734028,3,1,0,0,1,1,0,0,2.662016512985356,0
359983,tt4938602,The Lion Guard: Return of the Roar,The Lion Guard: Return of the Roar,"Set in the African savannah, the film follows Kion as he assembles the members of the 'Lion Guard'. Throughout the film, the diverse team of young animals will learn how to utilize each of their unique abilities to solve problems and accomplish tasks to maintain balance within the Circle of Life, while also introducing viewers to the vast array of animals that populate the prodigious African landscape.",2016-01-25,Released,"Adventure, Animation, Family, TV Movie","africa, lion",Howy Parkins,"Max Charles, Joshua Rush, Madison Pettis, Andrew Kishino, Vargus Mason",0,0,44,6.723,1220,1.7211,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4938602&plot=short&apikey=f87d98bd,0.0,1,2016,1,1,0,0.0,0.0,0.0,7.107425474110705,1.0010362103202144,4,1,1,1,0,0,0,0,2.897019252664638,1
372752,tt5216534,Digimon Adventure tri. Part 2: Determination,デジモンアドベンチャー tri. 第2章「決意」,"The DigiDestined go to a nearby hot springs theme park and everyone has a good time, but Joe doesn't show up because he wants to study for his exams. Another infected Digimon, Ogremon, attacks Odaiba. Gomamon runs away from home while Mimi faces problems with the other DigiDestined and her classmates because of her selfish ideas.",2016-03-12,Released,"Action, Adventure, Animation, Family, Fantasy, Science Fiction","monster, anime, proxy battle",Keitaro Motonaga,"Natsuki Hanae, Yoshimasa Hosoya, Suzuko Mimori, Mutsumi Tamura, Hitomi Yoshida",0,1476624,84,6.976,62,1.7173,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5216534&plot=short&apikey=f87d98bd,0.0,1,2016,3,1,0,0.0,1.476624,1.476624,4.143134726391533,0.9996387402487135,6,1,1,1,0,1,0,1,2.515416019996037,0
276905,tt1594972,Norm of the North,Norm of the North,"Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",2016-01-14,Released,"Adventure, Animation, Comedy, Family","new york city, polar bear, arctic polar circle region, computer animation, psychotic, avalanche, lemmings, arctic, ghoulish",Trevor Wall,"Rob Schneider, Heather Graham, Maya Kay, Ken Jeong, Bill Nighy",7000000,17062499,86,4.7,360,1.6014,en,IN,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt1594972&plot=short&apikey=f87d98bd,2.437499857142857,1,2016,1,1,0,7.0,17.062499,10.062499,5.8888779583328805,0.9560497616475033,4,1,1,1,0,0,1,0,3.2986140937113433,1
403510,tt5737408,Tom and Jerry: Back to Oz,Tom and Jerry: Back to Oz,"After capturing the good witch, the villainous King Gnome creates havoc throughout Oz as he needs Dorothy's ruby slippers to take control of the Emerald City. So, it is up to Tom and Jerry to save the land of Oz!",2016-06-21,Released,"Adventure, Animation, Comedy, Family, Fantasy","magic, cartoon, villain, sequel, anthropomorphism, king, animals, wizard","Spike Brandt, Tony Cervone","Grey DeLisle, Joe Alaskey, Michael Gough, Rob Paulsen, Todd Stashwick",0,0,80,6.0,63,1.5817,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5737408&plot=short&apikey=f87d98bd,0.0,1,2016,6,2,1,0.0,0.0,0.0,4.1588830833596715,0.9484480966732114,5,1,1,1,0,1,1,0,2.2660996770049326,0
428142,tt6213810,Fate/Grand Order: First Order,Fate/Grand Order -First Order-,"The year 2015 CE.  The last era in which magecraft still thrived.  The Chaldea Security Organization was founded to focus on preserving the continuation of human history. They observe a world which magecraft couldn't observe and science couldn't measure all to prevent the certain extinction of humanity.  But one day, the future that Chaldea continued to observe disappears and humanity's extinction in 2017 becomes clear. Rather, it had already happened.  The cause seems to be related to Fuyuki, a provincial town in Japan, in the year 2004 CE. There, an ""unobservable region"" that had not existed before appears.  Based on the assumption that Fuyuki is the reason for humanity's extinction, Chaldea issues an order to explore, investigate, and possibly destroy this singularity – a quest for the Holy Grail, the Grand Order.",2016-12-31,Released,"Action, Animation, Fantasy","magic, based on video game, anime, tv special",Hitoshi Nanba,"Nobunaga Shimazaki, Rie Takahashi, Madoka Yonezawa, Kenichi Suzumura, Tomokazu Sugita",0,0,72,6.744,117,1.5718,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt6213810&plot=short&apikey=f87d98bd,0.0,1,2016,12,4,1,0.0,0.0,0.0,4.770684624465665,0.9446060428542016,3,1,0,0,0,1,0,1,2.54329360009798,0
382512,tt5251438,LEGO DC Comics Super Heroes: Justice League - Cosmic Clash,LEGO DC Comics Super Heroes: Justice League - Cosmic Clash,"Earth, a shiny jewel floating in the blackness of space... and for the robot known as Brainiac, the last piece to capture for his collection of planets. Not if the Justice League has anything to say about it!",2016-02-16,Released,"Action, Adventure, Animation, Comedy, Family","cyborg, superhero, cartoon, based on comic, lego, brainiac, cheerful",Rick Morales,"Troy Baker, Grey DeLisle, Phil LaMarr, Nolan North, James Arnold Taylor",0,0,78,6.334,154,1.5685,en,US,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5251438&plot=short&apikey=f87d98bd,0.0,1,2016,2,1,0,0.0,0.0,0.0,5.043425116919247,0.9433220709251855,5,1,1,1,0,0,1,1,2.4815120781766646,0
362058,tt4685554,The Snow Queen 3: Fire and Ice,Снежная королева 3. Огонь и лед,"After heroically defeating both the Snow Queen and the Snow King, Gerda still cannot find peace. Her dream is to find her parents who were once taken away from them by the North Wind and finally reunite the family. Thus, Gerda and her friends embark on an exiting journey to find her parents and encounter new challenges along the way: they discover an ancient magical artifact of the trolls, the Stone of Fire and Ice. From that moment on, things don't go according to the initial plan...Will Gerda be able to tame the mighty forces of the magical elements and get her family back? The answer will be reveled in 2016. This is a story which encompasses everything you love about Wizart: kindness, bravery, friendship, mystery, love of one's family, and a happy ending, of course!",2016-12-29,Released,"Animation, Comedy, Family, Fantasy","magic, troll, witchcraft, wizard, based on fairy tale, scandinavian folklore, snow queen, 3d",Alexey Tsitsilin,"Nikolay Bystrov, Natalya Bystrova, Filipp Lebedev, Diomid Vinogradov, Alexander Gruzdev",0,24644317,80,7.0,86,1.5637,ru,RU,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt4685554&plot=short&apikey=f87d98bd,0.0,1,2016,12,4,1,0.0,24.644317,24.644317,4.465908118654584,0.9414515275326548,4,1,0,1,0,1,1,0,2.561103946928086,0
332718,tt3576728,Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,"A thousand years ago, one boy with a dream of becoming a great warrior is abducted with his sister and taken to a land far away from home. Thrown into a world where greed and injustice rule all, Bilal finds the courage to raise his voice and make a change. Inspired by true events, this is a story of a real hero who earned his remembrance in time and history.",2016-09-08,Released,"Action, Adventure, Animation, History","hero, dreams, legend, freedom, greed, based on true story, sister, religion, adult animation, injustice","Ayman Jamal, Khurram H. Alavi","Adewale Akinnuoye-Agbaje, China Anne McClain, Ian McShane, Jacob Latimore, Cynthia Kaye McWilliams",30000000,1750000,109,6.9,165,1.4477,en,AE,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt3576728&plot=short&apikey=f87d98bd,0.0583333333333333,1,2016,9,3,0,30.0,1.75,-28.25,5.111987788356544,0.8951488081207272,4,1,1,0,0,0,0,1,2.6523204894715904,0
372758,tt5463088,Initial D Legend 3: Dream,新劇場版「頭文字D」Legend3 -夢現-,"Takumi Fujiawara has garnered the attention of the street racer Ryousuke Takahashi, leader of the RedSuns. As he prepares for the biggest race in his life, Takumi finds himself trying to juggle his passion for racing with his personal life.",2016-02-06,Released,"Action, Animation, Drama","car race, street race, drifting, based on manga, mountain pass, anime, motorsport",Masamitsu Hidaka,"Mamoru Miyano, Yuichi Nakamura, Daisuke Ono, Maaya Uchida, Hiroaki Hirata",0,0,65,7.447,66,1.4162,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5463088&plot=short&apikey=f87d98bd,0.0,1,2016,2,1,0,0.0,0.0,0.0,4.204692619390966,0.8821960581033264,3,1,0,0,1,0,0,1,2.6247833016241437,0
381873,tt5923132,Accel World: Infinite Burst,アクセル・ワールド INFINITE∞BURST,"In 2046, many aspects of life are carried out on a virtual network. No matter how advanced the time becomes, however, bullying never disappears. Haruyuki is one of the bullied students. However, one day he is contacted by Kuroyukihime, the most famous person in the school. ""Wouldn't you like to 'accelerate' and go further ahead, boy?"" Haruyuki is introduced to the ""Accel World"" and decides to fight as Kuroyukihime's knight.",2016-07-23,Released,"Action, Animation, Science Fiction","future, virtual reality, virtual fight, mecha, school, computer game, adult animation, anime, virtual world, based on light novel","Masakazu Obara, Ayako Kono","Yuki Kaji, Sachika Misawa, Aki Toyosaki, Shintaro Asanuma, Chinatsu Akasaki",0,0,88,6.566,53,1.4063,ja,JP,False,False,OMDb request failed: 401 Client Error: Unauthorized for url: https://www.omdbapi.com/?i=tt5923132&plot=short&apikey=f87d98bd,0.0,1,2016,7,3,1,0.0,0.0,0.0,3.9889840465642745,0.8780902980588515,3,1,0,0,0,0,0,1,2.371561151693469,0
